"""http://localhost:8080#headquarter_of_7675576""","""Dammi la quartier generale di Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675577""","""Dammi tutti i quartier generale di Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675578""","""di qual quartier generale è Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675579""","""Elenca i quartier generale di Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675580""","""Mostrami l' quartier generale di Adult Video News""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675581""","""qual era quartier generale di Adult Video News?""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675582""","""qual è quartier generale di Adult Video News?""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675583""","""quale quartier generale ha Adult Video News?""","""select  ?o    {    <http://it.dbpedia.org/resource/Adult_Video_News> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/San_Fernando_Valley""","""San Fernando Valley""","""NPP"""
"""http://localhost:8080#headquarter_of_7675584""","""Dammi la quartier generale di African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675585""","""Dammi tutti i quartier generale di African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675586""","""di qual quartier generale è African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675587""","""Elenca i quartier generale di African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675588""","""Mostrami l' quartier generale di African Arts""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675589""","""qual era quartier generale di African Arts?""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
"""http://localhost:8080#headquarter_of_7675590""","""qual è quartier generale di African Arts?""","""select  ?o    {    <http://it.dbpedia.org/resource/African_Arts> <http://dbpedia.org/ontology/headquarter>  ?o .    }""","""http://it.dbpedia.org/resource/Università_della_California""","""Università della California""","""NPP"""
