"""http://localhost:8080#Bürgermeister_von_1_354885""","""Personen sind  Bürgermeister von Agel?""","""select  ?o    {    <http://de.dbpedia.org/resource/Agel> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Camille_Calas""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354886""","""Personen waren  Bürgermeister von Agel?""","""select  ?o    {    <http://de.dbpedia.org/resource/Agel> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Camille_Calas""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354887""","""Gib mir  Bürgermeister von Agel""","""select  ?o    {    <http://de.dbpedia.org/resource/Agel> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Camille_Calas""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354888""","""welche Person ist  Bürgermeister von Agel?""","""select  ?o    {    <http://de.dbpedia.org/resource/Agel> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Camille_Calas""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354889""","""welche Person war  Bürgermeister von Agel?""","""select  ?o    {    <http://de.dbpedia.org/resource/Agel> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Camille_Calas""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354890""","""wer ist  Bürgermeister von Agel?""","""select  ?o    {    <http://de.dbpedia.org/resource/Agel> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Camille_Calas""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354891""","""wer ist Agel s Bürgermeister?""","""select  ?o    {    <http://de.dbpedia.org/resource/Agel> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Camille_Calas""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354892""","""wer war  Bürgermeister von Agel?""","""select  ?o    {    <http://de.dbpedia.org/resource/Agel> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Camille_Calas""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354893""","""Personen sind  Bürgermeister von Albi?""","""select  ?o    {    <http://de.dbpedia.org/resource/Albi> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Philippe_Bonnecarrère""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354894""","""Personen waren  Bürgermeister von Albi?""","""select  ?o    {    <http://de.dbpedia.org/resource/Albi> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Philippe_Bonnecarrère""","""null""","""NPP""","""single"""
"""http://localhost:8080#Bürgermeister_von_1_354895""","""Gib mir  Bürgermeister von Albi""","""select  ?o    {    <http://de.dbpedia.org/resource/Albi> <http://dbpedia.org/ontology/mayor>  ?o .    }""","""http://de.dbpedia.org/resource/Philippe_Bonnecarrère""","""null""","""NPP""","""single"""
